gene,n_disease,n_control,median_disease,median_control,delta_disease_minus_control,cliffs_delta,p_value,fdr_BH,delta_ci95_lo,delta_ci95_hi
MMAB,4,4,0.10239491691104594,0.07399907428835917,0.028395842622686768,0.25,0.6857142857142857,1.0,,
SSR1,4,4,0.7251427251427252,0.8540299845773107,-0.12888725943458557,-0.25,0.6857142857142857,1.0,,
SSBP3,4,4,0.7891193425114966,0.63529712960453,0.15382221290696663,0.25,0.6857142857142857,1.0,,
MIR100HG,4,4,0.6090826303680982,0.5709969302968452,0.038085700071253004,-0.25,0.6857142857142857,1.0,,
IRF2BP2,4,4,0.6636319577521279,0.6282485281749369,0.035383429577190983,0.25,0.6857142857142857,1.0,,
IQSEC1,4,4,0.9557557487054353,0.8640144417001978,0.09174130700523753,0.25,0.6857142857142857,1.0,,
IPO7,4,4,0.7593253457515269,0.8108711699830937,-0.05154582423156684,-0.25,0.6857142857142857,1.0,,
SYT7,4,4,0.946892530940102,0.9325028428385386,0.01438968810156338,0.25,0.6857142857142857,1.0,,
ID4,4,4,0.6712103943469341,0.7583585468074139,-0.0871481524604798,-0.25,0.6857142857142857,1.0,,
MTDH,4,4,0.6697622741184857,0.8222684484502149,-0.1525061743317292,-0.25,0.6857142857142857,1.0,,
HSBP1,4,4,0.7367350707982763,0.7007408829269772,0.035994187871299044,0.25,0.6857142857142857,1.0,,
HNRNPU,4,4,0.42476585413046963,0.18112052936672862,0.243645324763741,0.25,0.6857142857142857,1.0,,
HNRNPDL,4,4,0.19782432841211256,0.2441150652168168,-0.04629073680470425,-0.25,0.6857142857142857,1.0,,
NAP1L1,4,4,0.42142138698418785,0.4245840955454885,-0.003162708561300631,-0.25,0.6857142857142857,1.0,,
N4BP2L2,4,4,0.5284554240292789,0.4723171278085825,0.05613829622069644,0.25,0.6857142857142857,1.0,,
TERF2IP,4,4,0.9014217129519111,0.9023480519681376,-0.0009263390162265184,-0.25,0.6857142857142857,1.0,,
DKK3,4,4,0.10038306114022487,0.5432335625017565,-0.4428505013615316,-0.25,0.6857142857142857,1.0,,
WIPF2,4,4,0.7044087843449949,0.5985344197481643,0.10587436459683053,0.25,0.6857142857142857,1.0,,
WAC,4,4,0.8450343795164174,0.8234049933131655,0.021629386203251832,0.25,0.6857142857142857,1.0,,
VPS53,4,4,0.6388733695768958,0.642224284968768,-0.0033509153918722667,-0.25,0.6857142857142857,1.0,,
VPS41,4,4,0.3012048192771084,0.35951849146466586,-0.05831367218755745,-0.25,0.6857142857142857,1.0,,
RPL17,4,4,0.8290045936513974,0.7730068555889378,0.05599773806245967,0.25,0.6857142857142857,1.0,,
HMGB1,4,4,0.3777357781849396,0.3920327557641253,-0.014296977579185688,-0.25,0.6857142857142857,1.0,,
SET,4,4,0.9300919634544309,0.8507130699797846,0.07937889347464633,0.25,0.6857142857142857,1.0,,
RUFY2,4,4,0.5189149560117302,0.37386181662897794,0.14505313938275227,0.25,0.6857142857142857,1.0,,
YIPF4,4,4,0.578531507509679,0.6997605483911356,-0.12122904088145658,-0.25,0.6857142857142857,1.0,,
PGBD5,4,4,0.9179318488529015,0.3721396347483117,0.5457922141045898,0.25,0.6857142857142857,1.0,,
PDS5B,4,4,0.6295866951064948,0.7725275190516512,-0.1429408239451564,-0.25,0.6857142857142857,1.0,,
PDS5A,4,4,0.7275967107829897,0.7544829850340752,-0.026886274251085474,-0.25,0.6857142857142857,1.0,,
DST,4,4,0.7265336637047164,0.747845961048566,-0.02131229734384965,-0.25,0.6857142857142857,1.0,,
PITPNC1,4,4,0.8202380952380952,0.8968845154800797,-0.07664642024198454,-0.25,0.6857142857142857,1.0,,
PINK1,4,4,0.8083399429922291,0.8917497063385347,-0.08340976334630557,-0.25,0.6857142857142857,1.0,,
PHLDA1,4,4,0.6912438754544018,0.6842045402847914,0.007039335169610417,-0.25,0.6857142857142857,1.0,,
RPL6,4,4,0.7086419939452658,0.6664652937453353,0.042176700199930584,0.25,0.6857142857142857,1.0,,
RPL5,4,4,0.6326823148554896,0.698011002037261,-0.06532868718177132,-0.25,0.6857142857142857,1.0,,
SNAP25,4,4,0.9879342627017393,0.9761031056654906,0.011831157036248707,0.25,0.6857142857142857,1.0,,
SMARCC1,4,4,0.3176251595731869,0.40116801437556154,-0.08354285480237467,-0.25,0.6857142857142857,1.0,,
PDCD4,4,4,0.6573295185927845,0.9236237319965315,-0.2662942134037469,-0.25,0.6857142857142857,1.0,,
EIF4G3,4,4,0.900086886706334,0.93384507952291,-0.033758192816575994,-0.25,0.6857142857142857,1.0,,
PHACTR1,4,4,0.8818599188554346,0.9116167415942893,-0.029756822738854716,-0.25,0.6857142857142857,1.0,,
PGM2L1,4,4,0.930901192086651,0.9059821137548891,0.02491907833176188,-0.25,0.6857142857142857,1.0,,
HDAC5,4,4,0.4197990006813536,0.48339833456308634,-0.06359933388173272,-0.25,0.6857142857142857,1.0,,
H2AZ2,4,4,0.9654931630175703,0.9638915729584772,0.0016015900590931054,0.25,0.6857142857142857,1.0,,
NCAM2,4,4,0.7648372404265423,0.816081324372842,-0.051244083946299646,-0.25,0.6857142857142857,1.0,,
GOLGB1,4,4,0.5178058456066755,0.5928542703112287,-0.0750484247045532,-0.25,0.6857142857142857,1.0,,
SRPRB,4,4,0.7919819107228833,0.7349427382726563,0.05703917245022694,0.25,0.6857142857142857,1.0,,
SRGAP2,4,4,0.649169709615719,0.6919791835639526,-0.042809473948233645,-0.25,0.6857142857142857,1.0,,
SQSTM1,4,4,0.9497651282484179,0.49384291633926886,0.455922211909149,0.25,0.6857142857142857,1.0,,
TUBB,4,4,0.5996772374761971,0.6214924698845803,-0.021815232408383234,-0.25,0.6857142857142857,1.0,,
TUBA4A,4,4,0.26796885102806156,0.6289533689930875,-0.36098451796502595,-0.25,0.6857142857142857,1.0,,
ROCK1,4,4,0.5360936788479053,0.5646865889212828,-0.028592910073377498,-0.25,0.6857142857142857,1.0,,
ROBO2,4,4,0.7153146935299128,0.7403913710698802,-0.02507667753996734,-0.25,0.6857142857142857,1.0,,
BBS2,4,4,0.12375539411694841,0.13944095038434662,-0.015685556267398204,-0.25,0.6857142857142857,1.0,,
AZI2,4,4,0.6417465926299848,0.6838932093936465,-0.042146616763661715,-0.25,0.6857142857142857,1.0,,
SPOCK2,4,4,0.8691793773723947,0.8881322653160175,-0.01895288794362282,-0.25,0.6857142857142857,1.0,,
GLRB,4,4,0.34548200682952457,0.3259788113282555,0.019503195501269055,-0.25,0.6857142857142857,1.0,,
GLG1,4,4,0.7513041239009675,0.7935344686845505,-0.04223034478358301,-0.25,0.6857142857142857,1.0,,
GDF1,4,4,0.6274635746391048,0.5397941430248622,0.08766943161424268,0.25,0.6857142857142857,1.0,,
FYN,4,4,0.91056801994302,0.5516132325913825,0.35895478735163744,0.25,0.6857142857142857,1.0,,
NKX6-2,4,4,0.22655218758249934,0.20348535437947265,0.023066833203026688,0.25,0.6857142857142857,1.0,,
ERBB4,4,4,0.7858974358974359,0.8706029921547163,-0.08470555625728038,-0.25,0.6857142857142857,1.0,,
OIP5-AS1,4,4,0.5728733872366543,0.669840250015864,-0.09696686277920974,-0.25,0.6857142857142857,1.0,,
TPD52,4,4,0.17167530224525043,0.18524975984022551,-0.013574457594975081,-0.25,0.6857142857142857,1.0,,
TOX,4,4,0.8460377650518496,0.8978787563689301,-0.05184099131708053,-0.25,0.6857142857142857,1.0,,
TOMM20,4,4,0.7477595897585589,0.7881412846032207,-0.04038169484466181,-0.25,0.6857142857142857,1.0,,
ENSG00000280441,4,4,0.4229235581244325,0.39760252409452373,0.025321034029908762,0.25,0.6857142857142857,1.0,,
PCGF5,4,4,0.9248348143084986,0.9315967021817779,-0.00676188787327936,-0.25,0.6857142857142857,1.0,,
FAM107A,4,4,0.6568238023670551,0.6897464996022837,-0.03292269723522867,-0.25,0.6857142857142857,1.0,,
FAIM2,4,4,0.7128760443823574,0.8272732220844288,-0.11439717770207136,-0.25,0.6857142857142857,1.0,,
EVI5,4,4,0.7579863277188604,0.6649051762508618,0.09308115146799867,0.25,0.6857142857142857,1.0,,
RPL28,4,4,0.03556704603078568,0.034251984683072556,0.0013150613477131215,0.25,0.6857142857142857,1.0,,
RPL22,4,4,0.2633706076977845,0.33155056272809863,-0.06817995503031415,-0.25,0.6857142857142857,1.0,,
ATXN1,4,4,0.8750343541421279,0.8965293491281778,-0.021494994986049898,-0.25,0.6857142857142857,1.0,,
ATRX,4,4,0.5414878335813922,0.5745063841976226,-0.03301855061623038,-0.25,0.6857142857142857,1.0,,
NFE2L1,4,4,0.6862177956659163,0.6744323723266263,0.011785423339290002,-0.25,0.6857142857142857,1.0,,
RPS27A,4,4,0.7554098330806842,0.7986058384688193,-0.04319600538813506,-0.25,0.6857142857142857,1.0,,
ASAH1,4,4,0.7207167205001231,0.7594018990623647,-0.03868517856224152,-0.25,0.6857142857142857,1.0,,
ARL6IP1,4,4,0.9305011505373644,0.9011732784538856,0.029327872083478757,0.25,0.6857142857142857,1.0,,
ARHGEF7,4,4,0.9226006010236183,0.6238204296608043,0.298780171362814,0.25,0.6857142857142857,1.0,,
SFXN5,4,4,0.6664006281940708,0.71757935819337,-0.05117872999929929,-0.25,0.6857142857142857,1.0,,
SFPQ,4,4,0.47750109217999126,0.6380950473332738,-0.16059395515328256,-0.25,0.6857142857142857,1.0,,
FGFR1OP2,4,4,0.6811680790546286,0.4750883586587719,0.2060797203958567,0.25,0.6857142857142857,1.0,,
NRCAM,4,4,0.884622082897945,0.9191868740281051,-0.03456479113016009,-0.25,0.6857142857142857,1.0,,
FGF12,4,4,0.8477783636819214,0.9088151054745347,-0.061036741792613314,-0.25,0.6857142857142857,1.0,,
FARP1,4,4,0.6303238641048898,0.6592626050420167,-0.028938740937126894,-0.25,0.6857142857142857,1.0,,
OAZ2,4,4,0.777641721840219,0.7765701924164639,0.001071529423755102,0.25,0.6857142857142857,1.0,,
NUDT16,4,4,0.4385870677307141,0.4079410298411794,0.030646037889534683,0.25,0.6857142857142857,1.0,,
ZXDC,4,4,0.5810162991371045,0.4646171301986952,0.11639916893840929,0.25,0.6857142857142857,1.0,,
AGAP3,4,4,0.20104731078537616,0.20431787294653528,-0.0032705621611591185,-0.25,0.6857142857142857,1.0,,
STOM,4,4,0.7516933845111764,0.7075431470470404,0.044150237464136044,0.25,0.6857142857142857,1.0,,
LAMP2,4,4,0.49259443408604375,0.47168056175590256,0.020913872330141192,0.25,0.6857142857142857,1.0,,
MBP,4,4,0.9554003472451107,0.9162150072375412,0.03918534000756946,0.25,0.6857142857142857,1.0,,
SYNE1,4,4,0.7436048799685163,0.7443371089524539,-0.000732228983937544,-0.25,0.6857142857142857,1.0,,
SYN2,4,4,0.5617457102457294,0.16468626888866567,0.3970594413570637,0.25,0.6857142857142857,1.0,,
SUPT4H1,4,4,0.4238660578386606,0.4534441321455315,-0.029578074306870872,-0.25,0.6857142857142857,1.0,,
SERINC3,4,4,0.6140003338439182,0.6406214961323202,-0.026621162288402056,-0.25,0.6857142857142857,1.0,,
SENP6,4,4,0.4806430059348348,0.48463399601156953,-0.003990990076734757,0.25,0.6857142857142857,1.0,,
ZC3H15,3,3,0.7873462214411248,0.880805456316986,-0.09345923487586127,-0.3333333333333333,0.7,1.0,,
ZDHHC3,3,3,0.6764705882352942,0.1608910891089109,0.5155794991263832,0.3333333333333333,0.7,1.0,,
ZDHHC8,3,3,0.30601092896174864,0.5429472025216706,-0.23693627355992197,-0.3333333333333333,0.7,1.0,,
STX7,3,3,0.6151603498542274,0.26504672897196263,0.3501136208822648,0.3333333333333333,0.7,1.0,,
SWAP70,3,3,0.7105263157894737,0.5845070422535211,0.12601927353595255,0.3333333333333333,0.7,1.0,,
LMBRD2,3,3,0.8974763406940063,0.9448511469009273,-0.04737480620692103,-0.3333333333333333,0.7,1.0,,
LMNA,3,3,0.38461538461538464,0.38268156424581007,0.0019338203695745682,0.3333333333333333,0.7,1.0,,
LRCH3,3,3,0.6090909090909091,0.55,0.05909090909090908,0.3333333333333333,0.7,1.0,,
LRFN5,3,3,0.7139175257731959,0.7525252525252525,-0.03860772675205659,-0.3333333333333333,0.7,1.0,,
LRRC7,3,3,0.8140043763676149,0.7401177460050462,0.0738866303625687,0.3333333333333333,0.7,1.0,,
LRRTM3,3,3,0.3333333333333333,0.7315789473684211,-0.3982456140350878,-0.3333333333333333,0.7,1.0,,
KIFAP3,3,3,0.9032258064516129,0.8346764909049045,0.0685493155467084,0.3333333333333333,0.7,1.0,,
KMT2E,3,3,0.420129270544783,0.8032786885245902,-0.38314941797980717,-0.3333333333333333,0.7,1.0,,
LARP7,3,3,0.7348837209302326,0.7037037037037037,0.031180017226528856,0.3333333333333333,0.7,1.0,,
MAN2A2,3,3,0.18789808917197454,0.13390928725701945,0.05398880191495509,0.3333333333333333,0.7,1.0,,
STMN2,3,3,0.9051359516616314,0.8555208875021667,0.049615064159464706,0.3333333333333333,0.7,1.0,,
ABCC5,3,3,0.7634408602150538,0.5964426877470356,0.16699817246801818,0.3333333333333333,0.7,1.0,,
ABHD12,3,3,0.10850801479654747,0.10369141435089174,0.004816600445655725,0.3333333333333333,0.7,1.0,,
ABLIM1,3,3,0.8846815834767642,0.9449891067538126,-0.06030752327704847,-0.3333333333333333,0.7,1.0,,
ABR,3,3,0.9786363636363636,0.978397212543554,0.00023915109280958635,0.3333333333333333,0.7,1.0,,
ADH5,3,3,0.7112462006079028,0.6946107784431138,0.01663542216478897,0.3333333333333333,0.7,1.0,,
ADD2,3,3,0.861557478368356,0.923469387755102,-0.06191190938674607,-0.3333333333333333,0.7,1.0,,
FAM171B,3,3,0.9300554016620498,0.9393665158371041,-0.009311114175054258,-0.3333333333333333,0.7,1.0,,
FAM204A,3,3,0.5923076923076923,0.6986040609137056,-0.10629636860601333,-0.3333333333333333,0.7,1.0,,
FAM3C,3,3,0.8174904942965779,0.8146766169154229,0.0028138773811550166,0.3333333333333333,0.7,1.0,,
FGF13,3,3,0.22842639593908629,0.18376068376068377,0.04466571217840251,0.3333333333333333,0.7,1.0,,
SON,3,3,0.5865695792880259,0.7642907551164432,-0.1777211758284173,-0.3333333333333333,0.7,1.0,,
SOX2-OT,3,3,0.5253980288097043,0.5702457956015524,-0.0448477667918481,-0.3333333333333333,0.7,1.0,,
SPART,3,3,0.22302158273381295,0.22533704258506312,-0.0023154598512501734,-0.3333333333333333,0.7,1.0,,
FLRT2,3,3,0.797244094488189,0.9035087719298246,-0.10626467744163559,-0.3333333333333333,0.7,1.0,,
SGCB,3,3,0.8539823008849557,0.9047860217776652,-0.05080372089270946,-0.3333333333333333,0.7,1.0,,
SH3BGRL,3,3,0.8156424581005587,0.8950276243093923,-0.07938516620883362,-0.3333333333333333,0.7,1.0,,
ARL4A,3,3,0.26591760299625467,0.26334519572953735,0.0025724072667173137,0.3333333333333333,0.7,1.0,,
ARL6IP5,3,3,0.7254138266796495,0.8071098358042404,-0.08169600912459096,-0.3333333333333333,0.7,1.0,,
ARMC10,3,3,0.5089820359281437,0.4669016842929886,0.04208035163515511,0.3333333333333333,0.7,1.0,,
ARMCX3,3,3,0.8316151202749141,0.8506163886874547,-0.019001268412540573,-0.3333333333333333,0.7,1.0,,
ARPC5,3,3,0.8960612691466083,0.8785342261904762,0.017527042956132166,0.3333333333333333,0.7,1.0,,
RPLP1,3,3,0.24355300859598855,0.30871106683465677,-0.06515805823866822,-0.3333333333333333,0.7,1.0,,
RPRD2,3,3,0.912751677852349,0.366325369738339,0.5464263081140099,0.3333333333333333,0.7,1.0,,
FSD1L,3,3,0.5211267605633803,0.5553830227743272,-0.03425626221094691,-0.3333333333333333,0.7,1.0,,
FUBP1,3,3,0.7109004739336493,0.6270491803278688,0.08385129360578047,0.3333333333333333,0.7,1.0,,
ATG7,3,3,0.391304347826087,0.8243243243243243,-0.43301997649823737,-0.3333333333333333,0.7,1.0,,
ATP1B1,3,3,0.9731222385861561,0.9753823013286538,-0.0022600627424976816,-0.3333333333333333,0.7,1.0,,
RPL19,3,3,0.5453485242666188,0.5181796291837226,0.027168895082896216,0.3333333333333333,0.7,1.0,,
RPL26,3,3,0.4755672578022148,0.7157658195123892,-0.24019856171017434,-0.3333333333333333,0.7,1.0,,
RPL35A,3,3,0.11458333333333333,0.17185580774365822,-0.05727247441032489,-0.3333333333333333,0.7,1.0,,
EXOC7,3,3,0.8901098901098901,0.8810020876826722,0.00910780242721787,0.3333333333333333,0.7,1.0,,
NT5DC1,3,3,0.31333333333333335,0.4267942583732057,-0.11346092503987237,-0.3333333333333333,0.7,1.0,,
NTPCR,3,3,0.19739696312364424,0.18779342723004694,0.009603535893597304,0.3333333333333333,0.7,1.0,,
NUCB2,3,3,0.535,0.336,0.199,0.3333333333333333,0.7,1.0,,
PAQR8,3,3,0.9074733096085409,0.6529850746268657,0.25448823498167517,0.3333333333333333,0.7,1.0,,
PCDH17,3,3,0.8406940063091483,0.8179271708683473,0.022766835440800937,0.3333333333333333,0.7,1.0,,
EPM2AIP1,3,3,0.44427001569858715,0.0945945945945946,0.3496754211039925,0.3333333333333333,0.7,1.0,,
TNRC6A,3,3,0.6574074074074074,0.8,-0.1425925925925926,-0.3333333333333333,0.7,1.0,,
TOP1,3,3,0.8176100628930818,0.8253424657534246,-0.007732402860342824,-0.3333333333333333,0.7,1.0,,
OLA1,3,3,0.11705069124423963,0.9603174603174603,-0.8432667690732207,-0.3333333333333333,0.7,1.0,,
PAFAH1B2,3,3,0.984869325997249,0.9806858494284588,0.004183476568790145,0.3333333333333333,0.7,1.0,,
PAIP2B,3,3,0.8507462686567164,0.9243243243243243,-0.07357805566760789,-0.3333333333333333,0.7,1.0,,
RPS6KA5,3,3,0.5172413793103449,0.48902346707040123,0.028217912239943632,0.3333333333333333,0.7,1.0,,
NOVA1,3,3,0.7810945273631841,0.5217391304347826,0.2593553969284015,0.3333333333333333,0.7,1.0,,
NPAS3,3,3,0.7019230769230769,0.6598984771573604,0.042024599765716486,0.3333333333333333,0.7,1.0,,
NR2F1-AS1,3,3,0.8010657193605684,0.328,0.47306571936056835,0.3333333333333333,0.7,1.0,,
FZR1,3,3,0.3292181069958848,0.3320581484315226,-0.002840041435637819,-0.3333333333333333,0.7,1.0,,
GABRB2,3,3,0.8211895910780669,0.8399720475192173,-0.018782456441150397,-0.3333333333333333,0.7,1.0,,
TMED10,3,3,0.6674391657010429,0.6166832174776564,0.05075594822338647,0.3333333333333333,0.7,1.0,,
TMED4,3,3,0.8986587183308494,0.904424778761062,-0.0057660604302125495,-0.3333333333333333,0.7,1.0,,
TMEM144,3,3,0.8843782117163412,0.9169301769079566,-0.032551965191615406,-0.3333333333333333,0.7,1.0,,
TMEM242,3,3,0.5852713178294574,0.6421052631578947,-0.05683394532843733,-0.3333333333333333,0.7,1.0,,
NEFM,3,3,0.7145085803432137,0.7767113364722926,-0.062202756129078884,-0.3333333333333333,0.7,1.0,,
RPL8,3,3,0.7948273728498948,0.5337110730443185,0.26111629980557627,0.3333333333333333,0.7,1.0,,
BAZ1B,3,3,0.6733333333333333,0.8429752066115702,-0.16964187327823688,-0.3333333333333333,0.7,1.0,,
BCCIP,3,3,0.6527777777777778,0.5451263537906137,0.1076514239871641,0.3333333333333333,0.7,1.0,,
BLTP3B,3,3,0.2549019607843137,0.36318407960199006,-0.10828211881767635,-0.3333333333333333,0.7,1.0,,
BNIP3L,3,3,0.9250513347022588,0.9781931464174455,-0.053141811715186726,-0.3333333333333333,0.7,1.0,,
RIMS1,3,3,0.811336717428088,0.8473953013278857,-0.03605858389979766,-0.3333333333333333,0.7,1.0,,
RNF115,3,3,0.4743935309973046,0.6141479099678456,-0.13975437897054105,-0.3333333333333333,0.7,1.0,,
PDE1A,3,3,0.7122302158273381,0.7697115384615385,-0.05748132263420036,-0.3333333333333333,0.7,1.0,,
ENSG00000240553,3,3,0.1793478260869565,0.20220588235294118,-0.022858056265984666,-0.3333333333333333,0.7,1.0,,
PALM2AKAP2,3,3,0.5308056872037915,0.6988304093567251,-0.16802472215293363,-0.3333333333333333,0.7,1.0,,
SRPK2,3,3,0.3870673952641166,0.7207880434782609,-0.33372064821414427,-0.3333333333333333,0.7,1.0,,
GOLGA1,3,3,0.7708333333333334,0.1814595660749507,0.5893737672583826,0.3333333333333333,0.7,1.0,,
GPBP1,3,3,0.31317829457364343,0.5908245505269684,-0.2776462559533249,-0.3333333333333333,0.7,1.0,,
GPR37,3,3,0.23170731707317074,0.22711058263971462,0.004596734433456123,0.3333333333333333,0.7,1.0,,
GRK4,3,3,0.42045454545454547,0.7774193548387097,-0.35696480938416425,-0.3333333333333333,0.7,1.0,,
NCL,3,3,0.6602739726027397,0.7584229390681003,-0.09814896646536064,-0.3333333333333333,0.7,1.0,,
GTDC1,3,3,0.5897435897435898,0.8940397350993378,-0.304296145355748,-0.3333333333333333,0.7,1.0,,
HDAC11,3,3,0.8354755784061697,0.8538083538083538,-0.018332775402184143,-0.3333333333333333,0.7,1.0,,
SASH1,3,3,0.8885714285714286,0.9573215599705666,-0.06875013139913799,-0.3333333333333333,0.7,1.0,,
PGRMC2,3,3,0.8954802259887006,0.7432900432900433,0.15219018269865725,0.3333333333333333,0.7,1.0,,
EIF2AK1,3,3,0.1261904761904762,0.9145166304009947,-0.7883261542105185,-0.3333333333333333,0.7,1.0,,
EIF3H,3,3,0.9040959040959041,0.90625,-0.0021540959040958763,-0.3333333333333333,0.7,1.0,,
EIF5B,3,3,0.6888888888888889,0.76,-0.07111111111111112,-0.3333333333333333,0.7,1.0,,
ELOB,3,3,0.10347432024169184,0.07246376811594203,0.03101055212574981,0.3333333333333333,0.7,1.0,,
EMX2,3,3,0.4046242774566474,0.4360313315926893,-0.03140705413604189,-0.3333333333333333,0.7,1.0,,
SMAD4,3,3,0.5991561181434599,0.524609843937575,0.07454627420588489,0.3333333333333333,0.7,1.0,,
RPL37A,3,3,0.010597898083546763,0.030046779417056496,-0.019448881333509735,-0.3333333333333333,0.7,1.0,,
U2SURP,3,3,0.46835443037974683,0.7341772151898734,-0.2658227848101266,-0.3333333333333333,0.7,1.0,,
PHF14,3,3,0.8120300751879699,0.625531914893617,0.18649816029435284,0.3333333333333333,0.7,1.0,,
PHF20L1,3,3,0.49171270718232046,0.4959083469721768,-0.00419563978985632,-0.3333333333333333,0.7,1.0,,
PICALM,3,3,0.8522920203735145,0.944905813246911,-0.09261379287339655,-0.3333333333333333,0.7,1.0,,
DVL3,3,3,0.2822966507177033,0.2735166425470333,0.00878000817067004,0.3333333333333333,0.7,1.0,,
ECHDC1,3,3,0.7769784172661871,0.9636143117040631,-0.18663589443787598,-0.3333333333333333,0.7,1.0,,
EFNA5,3,3,0.8465909090909091,0.6468926553672316,0.19969825372367744,0.3333333333333333,0.7,1.0,,
PDIA3,3,3,0.0730050933786078,0.11368421052631579,-0.040679117147707985,-0.3333333333333333,0.7,1.0,,
PGK1,3,3,0.13164556962025317,0.13897604652942527,-0.007330476909172101,-0.3333333333333333,0.7,1.0,,
SC5D,3,3,0.915929203539823,0.8693086003372681,0.0466206032025549,0.3333333333333333,0.7,1.0,,
SCAMP1,3,3,0.46265060240963857,0.9399538106235565,-0.477303208213918,-0.3333333333333333,0.7,1.0,,
SCAMP2,3,3,0.3872549019607843,0.48497854077253216,-0.09772363881174784,-0.3333333333333333,0.7,1.0,,
WNK1,3,3,0.8239845261121856,0.9805534779356769,-0.1565689518234913,-0.3333333333333333,0.7,1.0,,
WTAP,3,3,0.7101449275362319,0.5477657935285054,0.16237913400772652,0.3333333333333333,0.7,1.0,,
XRCC6,3,3,0.9709631728045326,0.956268221574344,0.014694951230188602,0.3333333333333333,0.7,1.0,,
YME1L1,3,3,0.7151162790697675,0.7124463519313304,0.002669927138437056,0.3333333333333333,0.7,1.0,,
ARHGEF26,3,3,0.6441717791411042,0.6456400742115028,-0.0014682950703985842,-0.3333333333333333,0.7,1.0,,
RSL1D1,3,3,0.38222222222222224,0.2955145118733509,0.08670771034887131,0.3333333333333333,0.7,1.0,,
RTN3,3,3,0.9641803195278315,0.9415499239204576,0.0226303956073739,0.3333333333333333,0.7,1.0,,
HIF1AN,3,3,0.40540540540540543,0.8,-0.3945945945945946,-0.3333333333333333,0.7,1.0,,
HLF,3,3,0.6305418719211823,0.5891665576344367,0.04137531428674557,0.3333333333333333,0.7,1.0,,
DENND4A,3,3,0.7783018867924528,0.8317757009345794,-0.0534738141421266,-0.3333333333333333,0.7,1.0,,
DGKZ,3,3,0.8651162790697674,0.8499312242090784,0.015185054860688996,0.3333333333333333,0.7,1.0,,
RPL11,3,3,0.7721031076848952,0.7545851205442982,0.017517987140597047,0.3333333333333333,0.7,1.0,,
WDFY3,3,3,0.8324175824175825,0.8750740082889283,-0.04265642587134588,-0.3333333333333333,0.7,1.0,,
C12orf76,3,3,0.38429172510518933,0.23686229382431914,0.1474294312808702,0.3333333333333333,0.7,1.0,,
RBBP6,3,3,0.6436170212765957,0.7273456295108259,-0.08372860823423023,-0.3333333333333333,0.7,1.0,,
DLC1,3,3,0.7962264150943397,0.8428874734607219,-0.046661058366382235,-0.3333333333333333,0.7,1.0,,
DMAC1,3,3,0.10232558139534884,0.17326968973747017,-0.07094410834212134,-0.3333333333333333,0.7,1.0,,
DNAJA2,3,3,0.16800804828973842,0.19343656112780216,-0.025428512838063744,-0.3333333333333333,0.7,1.0,,
DNAJB6,3,3,0.943526904635056,0.06838905775075987,0.8751378468842961,0.3333333333333333,0.7,1.0,,
TIPRL,3,3,0.6769911504424779,0.6619375760032428,0.015053574439235162,0.3333333333333333,0.7,1.0,,
TLN2,3,3,0.592057761732852,0.583804143126177,0.00825361860667495,0.3333333333333333,0.7,1.0,,
MYO5A,3,3,0.8851963746223565,0.9147286821705426,-0.029532307548186143,-0.3333333333333333,0.7,1.0,,
HSPA4L,3,3,0.8012422360248447,0.7276785714285714,0.07356366459627328,0.3333333333333333,0.7,1.0,,
HYCC2,3,3,0.8162393162393162,0.8545613523754008,-0.038322036136084536,-0.3333333333333333,0.7,1.0,,
TARDBP,3,3,0.44258373205741625,0.43635212159594683,0.006231610461469417,0.3333333333333333,0.7,1.0,,
IL1RAPL1,3,3,0.4479166666666667,0.31092436974789917,0.13699229691876752,0.3333333333333333,0.7,1.0,,
IMP4,3,3,0.41959798994974873,0.4005876591576885,0.019010330792060215,0.3333333333333333,0.7,1.0,,
ING1,3,3,0.7380952380952381,0.6841491841491841,0.05394605394605401,0.3333333333333333,0.7,1.0,,
INTS10,3,3,0.7832369942196532,0.8442453480358374,-0.06100835381618419,-0.3333333333333333,0.7,1.0,,
ST3GAL5,3,3,0.9418604651162791,0.9708232025008684,-0.02896273738458932,-0.3333333333333333,0.7,1.0,,
ST8SIA5,3,3,0.7644444444444445,0.6972477064220184,0.0671967380224261,0.3333333333333333,0.7,1.0,,
STAG2,3,3,0.8267477203647416,0.8902439024390244,-0.06349618207428276,-0.3333333333333333,0.7,1.0,,
ANP32A,3,3,0.7142857142857143,0.7374715261958997,-0.023185811910185428,-0.3333333333333333,0.7,1.0,,
PPP6R2,3,3,0.7534246575342466,0.8242424242424242,-0.07081776670817763,-0.3333333333333333,0.7,1.0,,
CTIF,3,3,0.9136690647482014,0.9331568497683653,-0.019487785020163906,-0.3333333333333333,0.7,1.0,,
DCP1A,3,3,0.5806451612903226,0.6795811518324607,-0.09893599054213809,-0.3333333333333333,0.7,1.0,,
DDHD2,3,3,0.9266802443991853,0.9488946310651737,-0.022214386665988406,-0.3333333333333333,0.7,1.0,,
PNMA8B,3,3,0.12774070543374644,0.8753187491611865,-0.74757804372744,-0.3333333333333333,0.7,1.0,,
POU2F1,3,3,0.7528089887640449,0.6845637583892618,0.06824523037478314,0.3333333333333333,0.7,1.0,,
